,fluxes,kcat,MW,kcat_MW,equ
DDGLK,0.0,171581.3307,33.9624,5052.096751,2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c
XYLI2,0.0,37166.12269,198.968,186.79447290000002,glc__D_c --> fru_c
PMANM,0.0,28985.11675,50.4626,574.3880962999999,man1p_c --> man6p_c
ICL,0.0,58476.22074,190.0863,307.62985410000005,icit_c --> glx_c + succ_c
GLYCL,0.0,36542.3134,364.0876,100.3668167,gly_c + nad_c + thf_c --> co2_c + mlthf_c + nadh_c + nh4_c
CMPN,0.0,,,,cmp_c + h2o_c --> csn_c + r5p_c
HCYSMT,0.0,39542.54746,33.4228,1183.100981,amet_c + hcys__L_c --> ahcys_c + h_c + met__L_c
UDPG4E,0.0,13617.812890000001,74.5302,182.7153676,udpg_c --> udpgal_c
LACZ,0.0,74153.44238,465.9314,159.15098740000002,h2o_c + lcts_c --> gal_c + glc__D_c
TRE6PH,0.0,31368.074460000003,63.8377,491.3722528,h2o_c + tre6p_c --> g6p_c + glc__D_c
XYLI1,0.0,23950.64821,198.968,120.37437279999999,xyl__D_c --> xylu__D_c
PPC,0.4001389000000143,3596400.0,396.2504,9076.079166,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c
ALDD4,0.0,,,,btal_c + h2o_c + nad_c --> but_c + 2.0 h_c + nadh_c
G3PT_num1,0.0,9873.825329000001,30.4128,324.6601868,glyc3p_c + h2o_c --> glyc_c + pi_c
CINNDO,0.0,34531.83732,126.9954,271.9140797,cinnm_c + h_c + nadh_c + o2_c --> cenchddd_c + nad_c
DHPPD,0.0,16735.64013,28.4996,587.2236849,cechddd_c + nad_c --> dhpppn_c + h_c + nadh_c
DHCIND,0.0,14890.464409999999,28.4996,522.4797685,cenchddd_c + nad_c --> dhcinnm_c + h_c + nadh_c
CITL,0.0,144633.9099,614.1003,235.52164019999998,cit_c --> ac_c + oaa_c
GOFUCR,0.0,10022.30239,72.2823,138.6550012,gdpofuc_c + h_c + nadph_c --> gdpfuc_c + nadp_c
PYDXK_num1,0.0,9301.044856,61.6948,150.7589757,atp_c + pydx_c --> adp_c + h_c + pydx5p_c
GTPCII2,4.460000000000001e-05,432.0,43.672,9.891921597,gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c
URIC,0.0,,,,2.0 h2o_c + o2_c + urate_c --> alltn_c + co2_c + h2o2_c
SADT2,0.02474819999999997,102441.8063,350.9871,291.8677248,atp_c + gtp_c + h2o_c + so4_c --> aps_c + gdp_c + pi_c + ppi_c
LCARS,0.0,12525.20682,81.0267,154.5812284,h_c + lald__L_c + nadh_c --> 12ppd__S_c + nad_c
ALCD19_num1,0.0,66988.94494,141.5183,473.35888669999997,glyald_c + h_c + nadh_c --> glyc_c + nad_c
RMPA,0.0,25917.542,120.58200000000001,214.9370719,rml1p_c --> dhap_c + lald__L_c
SBTPD,0.0,16357.75901,111.4315,146.79654330000002,nad_c + sbt6p_c --> f6p_c + h_c + nadh_c
PFK_2,0.0,28729.97065,139.3682,206.14437619999998,atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c
GLTPD,0.0,22429.04508,74.7803,299.93253680000004,galt1p_c + nad_c --> h_c + nadh_c + tag6p__D_c
TGBPA_num1,0.0,31362.76788,172.3671,181.9533303,tagdp__D_c --> dhap_c + g3p_c
MANAO,0.0,42550.179410000004,53.5802,794.1399885,mana_c + nad_c --> fruur_c + h_c + nadh_c
TAGURr,0.0,28666.34973,54.8083,523.0293538,altrn_c + nad_c --> h_c + nadh_c + tagur_c
PGLYCP,0.0,10590.845879999999,27.3892,386.6796358,2pglyc_c + h2o_c --> glyclt_c + pi_c
GLXCL,0.0,50871.83922,129.4635,392.9434877,2.0 glx_c + h_c --> 2h3oppan_c + co2_c
TARTD,0.0,40271.4679,110.82600000000001,363.375633,tartr__L_c --> h2o_c + oaa_c
GLCRAL,0.0,24765.1176,164.305,150.72650009999998,5dh4dglc_c --> 2h3oppan_c + pyr_c
KAS14_num1,0.0,9362.983381,85.2266,109.85987220000001,acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c
EDTXS1,0.0,12691.75649,35.4068,358.45533880000005,ddcaACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4L_c
EDTXS2,0.0,22707.38756,37.4104,606.9806139,kdo2lipid4L_c + myrsACP_c --> ACP_c + lipa_c
EDTXS3,0.0,16672.68023,35.4934,469.74029620000005,hdeACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4p_c
EDTXS4,0.0,63673.51745,37.4104,1702.027176,kdo2lipid4p_c + myrsACP_c --> ACP_c + lipa_cold_c
EX_tmao_e,0.0,,,,tmao_e --> 
NNDPR,0.00022780000000022227,1656.0,65.5241,25.27314377,2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c
HACD4_num1,0.0,38552.38416,159.1878,242.1817762,3odcoa_c + h_c + nadh_c --> 3hdcoa_c + nad_c
HACD7_num1,0.0,34363.09202,77.0722,445.8558601,3ohdcoa_c + h_c + nadh_c --> 3hhdcoa_c + nad_c
AACPS1,0.0,9300.085484000001,89.3395,104.09824859999999,ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c
SDPDS,0.0370949,1540800.0,82.538,18667.76515,h2o_c + sl26da_c --> 26dap_LL_c + succ_c
DMSOR1_num1,0.0,51527.57551,233.0425,221.1080619,dmso_c + mql8_c --> dms_c + h2o_c + mqn8_c
DKGLCNR2y,0.0,17120.400569999998,70.791,241.84431030000002,25dkglcn_c + h_c + nadph_c --> 5dglcn_c + nadp_c
2DGULRy,0.0,19562.416230000003,70.791,276.340442,2dhguln_c + h_c + nadph_c --> idon__L_c + nadp_c
RZ5PP,0.0,14207.16538,23.3085,609.5272274,5prdmbz_c + h2o_c --> pi_c + rdmbzi_c
NTD9_num1,0.0,9725.196348000001,20.2554,480.1285755,gmp_c + h2o_c --> gsn_c + pi_c
NTD10,0.0,9327.137795999999,26.9004,346.7285912,h2o_c + xmp_c --> pi_c + xtsn_c
ADPT,6.73e-05,10116.3237,39.7178,254.70503650000003,ade_c + prpp_c --> amp_c + ppi_c
ADK1,0.2511518000000137,111600.0,23.586,4731.620453,amp_c + atp_c --> 2.0 adp_c
OCTDPS,2.23e-05,1080.0,70.4339,15.33352548,frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c
EX_26dap__M_e,0.0,,,,26dap__M_e --> 
EX_acnam_e,0.0,,,,acnam_e --> 
EX_amp_e,0.0,,,,amp_e --> 
EX_dha_e,0.0,,,,dha_e --> 
EX_fuc__L_e,0.0,,,,fuc__L_e --> 
EX_glyald_e,0.0,,,,glyald_e --> 
AACPS2,0.0,9300.082612,89.3395,104.0982165,ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c
AACPS3,0.0,20818.497330000002,89.3395,233.02679480000003,ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c
AACPS4,0.0,19801.47101,89.3395,221.6429576,ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c
EX_rmn_e,0.0,,,,rmn_e --> 
EX_ttdca_e,0.0,,,,ttdca_e --> 
AMANK,0.0,18940.18921,29.6439,638.9236642000001,acmana_c + atp_c --> acmanap_c + adp_c + h_c
EX_glyclt_e,4.4600000000005746e-05,,,,glyclt_e --> 
EX_g6p_e,0.0,,,,g6p_e --> 
EX_2ddglcn_e,0.0,,,,2ddglcn_e --> 
EX_galct__D_e,0.0,,,,galct__D_e --> 
EX_idon__L_e,0.0,,,,idon__L_e --> 
EX_indole_e,0.0,,,,indole_e --> 
EX_3hcinnm_e,0.0,,,,3hcinnm_e --> 
EX_acmana_e,0.0,,,,acmana_e --> 
EX_galur_e,0.0,,,,galur_e --> 
EX_but_e,0.0,,,,but_e --> 
EX_cbl1_e,0.0,,,,cbl1_e --> 
ACNML,0.0,22534.19094,130.3739,172.84280780000003,acnam_c --> acmana_c + pyr_c
CAT_num1,0.0,190740.2702,336.6504,566.5826335,2.0 h2o2_c --> 2.0 h2o_c + o2_c
SERASr,0.0,58615.064139999995,141.991,412.8083057,atp_c + h_c + ser__L_c --> ppi_c + seramp_c
DMSOR2,0.0,94768.54027,144.0938,657.6864532999999,2dmmql8_c + dmso_c --> 2dmmq8_c + dms_c + h2o_c
ACMAMUT,0.0,20034.19254,27.9282,717.3463574,uacmamu_c + unaga_c --> h_c + udp_c + unagamu_c
DDGALK,0.0,25598.32552,31.3736,815.9192927,2dh3dgal_c + atp_c --> 2dh3dgal6p_c + adp_c + h_c
AB6PGH_num1,0.0,42497.06141,53.1613,799.3984611000001,arbt6p_c + h2o_c --> g6p_c + hqn_c
AMALT1,0.0,57278.02975,78.5035,729.6238989,malt_c + malttr_c --> glc__D_c + maltttr_c
MLTP2,0.0,27243.36347,181.0448,150.47857480000002,malthx_c + pi_c --> g1p_c + maltpt_c
PACCOAL,0.0,21124.09373,48.9529,431.51874010000006,atp_c + coa_c + pac_c --> amp_c + phaccoa_c + ppi_c
GP4GH,0.0,10828.74747,31.2967,346.0028524,gp4g_c + h2o_c --> 2.0 gdp_c + 2.0 h_c
ACGAMT,0.0,10386.84518,81.9145,126.801057,uacgam_c + udcpp_c --> ump_c + unaga_c
AADDGT,0.0,231887.7737,40.6396,5705.956104,dtdp4aaddg_c + unagamu_c --> dtdp_c + h_c + unagamuf_c
EX_gbbtn_e,0.0,,,,gbbtn_e --> 
EX_tma_e,0.0,,,,tma_e --> 
GMHEPK,0.0,1502082.994,102.1012,14711.707540000001,atp_c + gmhep7p_c --> adp_c + gmhep17bp_c + h_c
EX_malttr_e,0.0,,,,malttr_e --> 
TRE6PS,0.0,26430.17295,53.6112,492.9972273,g6p_c + udpg_c --> h_c + tre6p_c + udp_c
UDCPDP_num1,0.0,15096.38615,29.0213,520.1829742,h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c
TREH,0.0,19724.518930000002,63.6967,309.6631212,h2o_c + tre_c --> 2.0 glc__D_c
CYTK1,0.018100299999999986,86400.0,24.7463,3491.431042,atp_c + cmp_c --> adp_c + cdp_c
CYTK2,0.0,25750.10172,24.7463,1040.563709,atp_c + dcmp_c --> adp_c + dcdp_c
GK1,0.024322800000000006,151200.0,47.1854,3204.381016,atp_c + gmp_c --> adp_c + gdp_c
HACD1_num1,0.0,38780.618330000005,159.1878,243.61551780000002,aacoa_c + h_c + nadh_c --> 3hbcoa_c + nad_c
HACD2_num1,0.0,39035.142139999996,159.1878,245.21440800000002,3ohcoa_c + h_c + nadh_c --> 3hhcoa_c + nad_c
EX_hdcea_e,0.0,,,,hdcea_e --> 
ACACCT_num1,0.0,27123.738889999997,92.9717,291.74188369999996,acac_c + accoa_c --> aacoa_c + ac_c
BUTCT,0.0,46897.97526,92.9717,504.4328033,accoa_c + but_c --> ac_c + btcoa_c
2DGULRx,0.0,20094.4938,70.791,283.85661739999995,2dhguln_c + h_c + nadh_c --> idon__L_c + nad_c
G1PTT_num1,0.0,10400.149,130.7742,79.52752913,dttp_c + g1p_c + h_c --> dtdpglu_c + ppi_c
TDPGDH_num1,0.0,24678.10401,39.7538,620.7734609,dtdpglu_c --> dtdp4d6dg_c + h2o_c
UDPGALM,0.0,651626.1936,42.9659,15166.124619999999,udpgal_c --> udpgalfur_c
TDPDRE,0.0,18583.91096,21.2701,873.710559,dtdp4d6dg_c --> dtdp4d6dm_c
TDPDRR,0.0,14288.31244,32.6941,437.03030329999996,dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c
G3PD6,0.0,29478.253230000002,148.4235,198.6090695,glyc3p_c + mqn8_c --> dhap_c + mql8_c
ALLTN,0.0,150250.7634,198.4064,757.2878869,alltn_c + h2o_c --> alltt_c + h_c
UAPGR,0.002778799999999998,154800.0,37.851,4089.720219,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c
NDPK7_num1,0.0,9921.020926000001,23.586,420.6317699,atp_c + dcdp_c --> adp_c + dctp_c
AOBUTDs,0.0,,,,2aobut_c + h_c --> aact_c + co2_c
GLYAT,0.0,10460.27884,86.2341,121.3009568,accoa_c + gly_c --> 2aobut_c + coa_c
ADNUC,0.0,45598.68659,32.5608,1400.4166539999999,adn_c + h2o_c --> ade_c + rib__D_c
GMHEPPA,0.0,283427.0473,21.2942,13310.05848,gmhep17bp_c + h2o_c --> gmhep1p_c + pi_c
S7PI,0.0,32534.6772,83.259,390.7646885,s7p_c --> gmhep7p_c
TRPS3,0.0056843,35739.90722,143.4143,249.20741669999998,3ig3p_c --> g3p_c + indole_c
CRNBTCT,0.0,21541.32361,90.2535,238.67577000000003,bbtcoa_c + crn_c --> crncoa_c + gbbtn_c
CRNCBCT,0.0,22065.27,90.2535,244.4810451,crn_c + ctbtcoa_c --> crncoa_c + ctbt_c
CRNCDH,0.0,39436.11997,28.1902,1398.930124,crncoa_c --> ctbtcoa_c + h2o_c
FADRx,8.059999999999995e-05,1090800.0,26.241999999999997,41566.95374,fad_c + h_c + nadh_c --> fadh2_c + nad_c
GTPDPK,0.0,21923.85937,83.8756,261.3854252,atp_c + gtp_c --> amp_c + gdptp_c + h_c
NADN,0.0,,,,h2o_c + nad_c --> adprib_c + h_c + ncam_c
NDPK2_num1,12.280677947238091,24602.14215,23.586,1043.082428,atp_c + udp_c --> adp_c + utp_c
NDPK3_num1,0.0,17317.196809999998,61.8538,279.9698128,atp_c + cdp_c --> adp_c + ctp_c
NDPK4_num1,0.0026166,12739.59929,23.586,540.1339477000001,atp_c + dtdp_c --> adp_c + dttp_c
FCLT_num1,2.23e-05,9524.036689,33.0523,288.15049750000003,fe2_c + ppp9_c --> 2.0 h_c + pheme_c
HBZOPT,2.23e-05,9461.03602,32.5118,291.0031441,4hbz_c + octdp_c --> 3ophb_c + ppi_c
PNTK,6.739999999996749e-05,972.0,72.7196,13.36641016,atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c
DPCOAK,6.739999999996749e-05,2304.0,22.6217,101.8491095,atp_c + dpcoa_c --> adp_c + coa_c + h_c
HETZK,0.0,11542.766020000001,54.6783,211.10323509999998,4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c
KDOPS,0.003891200000000001,2592.0,123.3308,21.01664791,ara5p_c + h2o_c + pep_c --> kdo8p_c + pi_c
KDOPP,0.003891200000000001,36000.0,79.9884,450.06525949999997,h2o_c + kdo8p_c --> kdo_c + pi_c
AST,0.0,24033.07158,38.4559,624.951479,arg__L_c + succoa_c --> coa_c + h_c + sucarg_c
SGDS,0.0,76498.5343,35.8002,2136.81863,h2o_c + sucglu_c --> glu__L_c + succ_c
CYNTAH,0.0,18024.119290000002,170.4884,105.7205023,cynt_c + 3.0 h_c + hco3_c --> 2.0 co2_c + nh4_c
GSPMDA,0.0,57857.65322000001,141.0639,410.15208870000004,gtspmd_c + h2o_c --> gthrd_c + spmd_c
GSPMDS,0.0,48666.399769999996,141.0639,344.9954224,atp_c + gthrd_c + spmd_c --> adp_c + gtspmd_c + h_c + pi_c
GUAD,0.0,142271.6549,50.2442,2831.6035460000003,gua_c + h2o_c + h_c --> nh4_c + xan_c
TMAOR1_num1,0.0,100063.9026,144.0938,694.4358647,h_c + mql8_c + tmao_c --> h2o_c + mqn8_c + tma_c
TMAOR2,0.0,42205.22924,144.0938,292.9010772,2dmmql8_c + h_c + tmao_c --> 2dmmq8_c + h2o_c + tma_c
DGK1,0.0,9898.287581,47.1854,209.7743705,atp_c + dgmp_c --> adp_c + dgdp_c
DTMPK,0.0026166,64800.0,23.7831,2724.623787,atp_c + dtmp_c --> adp_c + dtdp_c
NDPK1_num1,0.07900140000000695,22045.90831,23.586,934.7031421,atp_c + gdp_c --> adp_c + gtp_c
TRDR_num1,0.02474819999999997,36024.44087,81.0527,444.45701219999995,h_c + nadph_c + trdox_c --> nadp_c + trdrd_c
PGMT_num1,0.0,111558.8515,58.361000000000004,1911.530843,g1p_c --> g6p_c
FRUK,0.0,65166.15067,67.5114,965.2614323999999,atp_c + f1p_c --> adp_c + fdp_c + h_c
RHCCE,4.48e-05,10.8,19.4162,0.556236545,rhcys_c --> dhptd_c + hcys__L_c
KG6PDC_num1,0.0,21707.18087,47.1562,460.3250658,3dhgulnp_c + h_c --> co2_c + xu5p__L_c
X5PL3E_num1,0.0,240986.0357,32.0066,7529.260706,xu5p__L_c --> ru5p__L_c
DOGULNR,0.0,22733.58578,73.1454,310.7999379,23doguln_c + h_c + nadh_c --> 3dhguln_c + nad_c
BETALDHx,0.0,18043.37702,211.6445,85.25322898,betald_c + h2o_c + nad_c --> glyb_c + 2.0 h_c + nadh_c
BETALDHy,0.0,21034.4954,211.6445,99.38597696,betald_c + h2o_c + nadp_c --> glyb_c + 2.0 h_c + nadph_c
MLTG3,0.0,48889.46887,69.041,708.1222587999999,h2o_c + maltpt_c --> glc__D_c + maltttr_c
DKGLCNR1_num1,0.0,10057.9245,31.1096,323.3061338,25dkglcn_c + h_c + nadph_c --> 2dhguln_c + nadp_c
NADTRHD,0.0,94594.50652000001,412.4831,229.3294114,nad_c + nadph_c --> nadh_c + nadp_c
FMNRx2_num1,0.0,17654.45437,42.5067,415.3334503,fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c
ACPS1_num1,0.0,21613.678930000002,28.1046,769.0441753,apoACP_c + coa_c --> ACP_c + h_c + pap_c
EX_nmn_e,0.0,,,,nmn_e --> 
EX_urea_e,0.0,,,,urea_e --> 
GMPS2,0.0,18000.0,117.3584,153.3763241,atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c
AMPN,0.0,22311.571369999998,323.9695,68.86935767,amp_c + h2o_c --> ade_c + r5p_c
GSNK,0.0,69004.44076,96.8976,712.1377698,atp_c + gsn_c --> adp_c + gmp_c + h_c
EX_f6p_e,0.0,,,,f6p_e --> 
ADCS,6.690000000000575e-05,9527.577685,71.7414,132.8044572,chor_c + gln__L_c --> 4adcho_c + glu__L_c
ADCL_num1,0.0,5040.0,59.4301,84.80551101,4adcho_c --> 4abz_c + h_c + pyr_c
DHAPT,0.0,81935.07541,360.8342,227.0712571,dha_c + pep_c --> dhap_c + pyr_c
EX_lac__D_e,0.0,,,,lac__D_e --> 
UMPK_num1,0.03780389999999999,42025.02012,24.7463,1698.2344879999998,atp_c + ump_c --> adp_c + udp_c
DDPGALA,0.0,25821.72449,21.3906,1207.152884,2dh3dgal6p_c --> g3p_c + pyr_c
DURIK1,0.0,13012.21128,23.4566,554.7356087000001,atp_c + duri_c --> adp_c + dump_c + h_c
UPPRT,0.0,10152.73567,67.5998,150.1888418,prpp_c + ura_c --> ppi_c + ump_c
CTPS2,0.016052499999999997,39600.0,241.4966,163.9774639,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c
NTD1_num1,0.0,18381.74158,45.4161,404.74064439999995,dump_c + h2o_c --> duri_c + pi_c
NTD7_num1,0.0,9716.829343000001,25.3988,382.5704105,amp_c + h2o_c --> adn_c + pi_c
PAPPT3,0.0027788,252000.0,39.8748,6319.780914,udcpp_c + ugmda_c --> uagmda_c + ump_c
UAGPT3,0.0027788,61200.0,37.8147,1618.418234,uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c
EX_ttdcea_e,0.0,,,,ttdcea_e --> 
F6PA_num1,0.0,67194.11527000001,229.9682,292.1887255,f6p_c --> dha_c + g3p_c
AGMHE,0.0,38346.39454,174.4658,219.7931889,adphep_DD_c --> adphep_LD_c
GMHEPAT,0.0,348334.2784,102.1012,3411.6570460000003,atp_c + gmhep1p_c + h_c --> adphep_DD_c + ppi_c
EX_h2s_e,0.0,,,,h2s_e --> 
EX_gthrd_e,0.0,,,,gthrd_e --> 
IDOND,0.0,19621.3609,37.1466,528.2141811,5dglcn_c + h_c + nadh_c --> idon__L_c + nad_c
IDOND2,0.0,9973.965222,37.1466,268.50277610000006,5dglcn_c + h_c + nadph_c --> idon__L_c + nadp_c
GLYCLTDx_num1,0.0,20514.68636,70.791,289.79229510000005,glx_c + h_c + nadh_c --> glyclt_c + nad_c
HPYRRy_num1,0.0,9598.25048,35.3434,271.57122630000003,h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c
ACODA,0.0295792,93600.0,84.6947,1105.1458949999999,acorn_c + h2o_c --> ac_c + orn_c
ADA,0.0,38158.032060000005,36.3975,1048.369587,adn_c + h2o_c + h_c --> ins_c + nh4_c
DADA,0.0,37137.1001,36.3975,1020.3200800000001,dad_2_c + h2o_c + h_c --> din_c + nh4_c
ADD,0.0,96905.20187,127.4787,760.1677917000001,ade_c + h2o_c + h_c --> hxan_c + nh4_c
ADSS,0.029930400000006976,11880.0,94.6899,125.46216650000001,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c
AGDC,0.0,112916.4612,163.7964,689.370836,acgam6p_c + h2o_c --> ac_c + gam6p_c
ASNN_num1,0.0,12284.90508,148.509,82.7216201,asn__L_c + h2o_c --> asp__L_c + nh4_c
ASNS2_num1,0.024105500000000002,68400.0,73.3011,933.1374289999999,asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c
ASPCT_num1,0.0,34791.89775,309.2879,112.4903294,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c
DMPPS,0.0,396.0,69.5491,5.693819187000001,h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c
MCOATA,0.24133399999999994,17706.542980000002,41.0567,431.2704864,ACP_c + malcoa_c --> coa_c + malACP_c
IPDPS,0.00023890000000000716,3096.0,69.5491,44.51531364,h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c
DAPE,0.0370949,302400.0,60.4171,5005.20548,26dap_LL_c --> 26dap__M_c
DHDPRy,0.0370949,50400.0,115.0264,438.1602831999999,23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c
HSK,0.0544216,291600.0,67.2473,4336.233574,atp_c + hom__L_c --> adp_c + h_c + phom_c
SDPTA_num1,0.0,17299.467119999998,91.5493,188.9634014,akg_c + sl26da_c --> glu__L_c + sl2a6o_c
THRS,0.0544216,14400.0,47.1138,305.64293260000005,h2o_c + phom_c --> pi_c + thr__L_c
HSST,0.0153911,28800.0,71.4546,403.0531274,hom__L_c + succoa_c --> coa_c + suchms_c
PPNDH,0.1185265,43200.0,86.2227,501.0281515,h_c + pphn_c --> co2_c + h2o_c + phpyr_c
DDPA_num1,0.0,140719.9588,152.0381,925.5572043999999,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c
NMNDA,0.0,23640.84149,35.1634,672.3138687000001,h2o_c + nmn_c --> nh4_c + nicrnt_c
NNAM,0.0,11380.499609999999,23.362,487.1372147,h2o_c + ncam_c --> nac_c + nh4_c
P5CD,0.0,176721.467,287.6303,614.4049045,1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c
SPMDAT1,0.0,32401.65086,87.54799999999999,370.10155410000004,accoa_c + spmd_c --> N1aspmd_c + coa_c + h_c
SPMDAT2,0.0,18678.29696,87.54799999999999,213.3492137,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c
TDPADGAT,0.0,27137.47252,24.2204,1120.43866,accoa_c + dtdp4addg_c --> coa_c + dtdp4aaddg_c + h_c
MALS_num1,0.0,84473.14158,60.2736,1401.494876,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c
TRE6PP,0.0,9577.301641,29.1753,328.26746049999997,h2o_c + tre6p_c --> pi_c + tre_c
EX_met__D_e,0.0,,,,met__D_e --> 
EX_tartr__L_e,0.0,,,,tartr__L_e --> 
EX_taur_e,0.0,,,,taur_e --> 
EX_maltpt_e,0.0,,,,maltpt_e --> 
EX_glcur_e,0.0,,,,glcur_e --> 
ADPRDP_num1,0.0,13031.08768,42.3063,308.01766360000005,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c
ARAI,0.0,46557.9562,336.4439,138.3825244,arab__L_c --> rbl__L_c
M1PD,0.0,21414.05704,41.138999999999996,520.5293527,mnl1p_c + nad_c --> f6p_c + h_c + nadh_c
G3PD2,0.0,68644.24347999999,72.7232,943.9112069,glyc3p_c + nadp_c --> dhap_c + h_c + nadph_c
GALS3,0.0,27314.257639999996,101.3141,269.5997659,h2o_c + melib_c --> gal_c + glc__D_c
FCI,0.0,38459.23614,389.86,98.6488384,fuc__L_c --> fcl__L_c
FCLK,0.0,68205.67506000001,52.2587,1305.154454,atp_c + fcl__L_c --> adp_c + fc1p_c + h_c
FCLPA_num1,0.0,24648.803369999998,23.2225,1061.419028,fc1p_c --> dhap_c + lald__L_c
ACCOAL_num1,0.0,16156.30072,72.0936,224.1017333,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c
GALUi,12.240766247238092,10809.57201,131.769,82.034257,g1p_c + h_c + utp_c --> ppi_c + udpg_c
U23GAAT,0.0038912000000000005,129600.0,108.1154,1198.7191460000001,3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c
UAAGDS,0.002778799999999998,28800.0,53.3436,539.89607,26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c
UAMAS,0.002778799999999998,50400.0,107.2519,469.92174500000004,ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c
UAMAGS,0.002778799999999998,104400.0,46.9736,2222.524993,atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c
UGLYCH,0.0,91417.25945,18.1696,5031.3303240000005,h2o_c + 2.0 h_c + urdglyc_c --> co2_c + glx_c + 2.0 nh4_c
OP4ENH,0.0,26173.1843,144.4494,181.19275190000002,h2o_c + op4en_c --> 4h2opntn_c
HOPNTAL,0.0,50874.6321,36.4704,1394.95679,4h2opntn_c --> acald_c + pyr_c
3HPPPNH,0.0,16534.68041,62.1857,265.8920043,3hpppn_c + h_c + nadh_c + o2_c --> dhpppn_c + h2o_c + nad_c
AKGDH,0.0,3596400.0,2418.391,1487.104443,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c
HPYRRx_num1,0.0,16797.03153,35.3434,475.25228269999997,h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c
GLYCDx,0.0,19473.16795,309.6976,62.87800729,glyc_c + nad_c --> dha_c + h_c + nadh_c
ASP1DC,6.739999999996749e-05,252.0,13.8337,18.21638463,asp__L_c + h_c --> ala_B_c + co2_c
UGMDDS,0.0027788,57600.0,47.4472,1213.981015,alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c
UHGADA,0.0038912000000000005,75600.0,33.9559,2226.417206,h2o_c + u3aga_c --> ac_c + u3hga_c
UAGAAT,0.0038912000000000005,17547.896930000003,92.8795,188.9318626,3hmrsACP_c + uacgam_c --> ACP_c + u3aga_c
ATPPRT,0.009473800000000001,7920.0,66.7334,118.6812001,atp_c + prpp_c --> ppi_c + prbatp_c
HISTD,0.009473800000000001,11160.0,92.2207,121.0140457,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c
IGPDH,0.009473800000000001,13680.0,80.5559,169.8199635,eig3p_c --> h2o_c + imacp_c
PRPPS,0.11765720000000818,28800.0,34.2183,841.6549039999999,atp_c + r5p_c --> amp_c + h_c + prpp_c
PRATPP,0.009473800000000001,79200.0,22.7558,3480.431363,h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c
PRMICI,0.009473800000000001,36000.0,26.0326,1382.881464,prfp_c --> prlp_c
SERAT,0.02474819999999997,136800.0,175.8998,777.7154948,accoa_c + ser__L_c --> acser_c + coa_c
CYSS_num1,0.02474819999999997,47534.803060000006,65.3283,727.6295734,acser_c + h2s_c --> ac_c + cys__L_c + h_c
