,fluxes,kcat,MW,kcat_MW,enz,equ
AGPR_reverse,0.0295792,86400,35.9521,2403.197588,1.23E-05,acg5p_c + h_c + nadph_c --> acg5sa_c + nadp_c + pi_c
RBFSa,8.92E-05,7200,969.3906,7.427346624,1.20E-05,4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c
SHKK_num2,0.0381119,61262.15929,19.1508,3198.934733,1.19E-05,atp_c + skm_c --> adp_c + h_c + skm5p_c
ACGS,0.0295792,820800,295.1711,2780.760041,1.06E-05,accoa_c + glu__L_c --> acglu_c + coa_c + h_c
QULNS,0.0002278,1656,76.4816,21.65226669,1.05E-05,dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c
UAGCVT,0.0027788,11880,44.8176,265.074435,1.05E-05,pep_c + uacgam_c --> pi_c + uaccg_c
DHQTi,0.0381119,212400,54.9333,3866.507201,9.86E-06,3dhq_c --> 3dhsk_c + h2o_c
GTHOr,0.0026166,25901.61614,97.545,265.5350468,9.85E-06,gthox_c + h_c + nadph_c --> 2.0 gthrd_c + nadp_c
DXPS,0.0002835,3960,135.2339,29.28259852,9.68E-06,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c
RNTR1c2_num4,0.0026166,49229.87641,179.7453,273.8868633,9.55E-06,atp_c + 2.0 flxr_c + 2.0 h_c --> datp_c + 2.0 flxso_c + h2o_c
A5PISO_num2,0.0038912,55549.16712,136.1257,408.0725911,9.54E-06,ru5p__D_c --> ara5p_c
PSD160,0.0063814,24120,35.9344,671.2231177,9.51E-06,h_c + ps160_c --> co2_c + pe160_c
MPTG_num2,0.0013894,18797.02545,128.5962,146.1709246,9.51E-06,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c
PSD161,0.0075214,28440,35.9344,791.4421835,9.50E-06,h_c + ps161_c --> co2_c + pe161_c
NNDPR,0.0002278,1656,65.5241,25.27314377,9.01E-06,2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c
ACPPAT161,0.0075214,40006.80572,46.854,853.8610518,8.81E-06,h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c
KDOPP,0.0038912,36000,79.9884,450.0652595,8.65E-06,h2o_c + kdo8p_c --> kdo_c + pi_c
BPNT,0.0247482,79200,27.1759,2914.346903,8.49E-06,h2o_c + pap_c --> amp_c + pi_c
FLDR2_num1,0.0082589,47286.67079,47.4511,996.5347651,8.29E-06,2.0 flxso_c + nadph_c --> 2.0 flxr_c + h_c + nadp_c
G3PD2_reverse,0.0139028,122400,72.7232,1683.094253,8.26E-06,dhap_c + h_c + nadph_c --> glyc3p_c + nadp_c
APG3PAT160,0.0063814,18407.65507,22.1934,829.4202362,7.69E-06,glyc3p_c + hdcap_c --> 1hdecg3p_c + h_c + pi_c
DHAD2,0.0290529,500400,131.0631,3818.008272,7.61E-06,23dhmp_c --> 3mop_c + h2o_c
GK1,0.0243228,151200,47.1854,3204.381016,7.59E-06,atp_c + gmp_c --> adp_c + gdp_c
DHAD1,0.0874367,1512000,131.0631,11536.42787,7.58E-06,23dhmb_c --> 3mob_c + h2o_c
MCTP1App_num1,0.0013894,42697.94069,228.3702,186.9680926,7.43E-06,murein5p5p_p --> ala__D_p + murein5px4p_p
DAPE,0.0370949,302400,60.4171,5005.20548,7.41E-06,26dap_LL_c --> 26dap__M_c
TMPPP,2.23E-05,72,23.0153,3.128353747,7.13E-06,2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c
KDOCT2,0.0038912,15120,27.6144,547.5404137,7.11E-06,ctp_c + kdo_c --> ckdo_c + ppi_c
PRMICI,0.0094738,36000,26.0326,1382.881464,6.85E-06,prfp_c --> prlp_c
AIRC2,0.0447794,554400,78.9222,7024.639455,6.37E-06,air_c + atp_c + hco3_c --> 5caiz_c + adp_c + h_c + pi_c
NDPK6_num1,0.0026166,9855.575546,23.586,417.8570146,6.26E-06,atp_c + dudp_c --> adp_c + dutp_c
PSSA160,0.0063814,54000,52.8018,1022.692408,6.24E-06,cdpdhdecg_c + ser__L_c --> cmp_c + h_c + ps160_c
ALAALAr_num1,0.0027788,17736.16695,39.3158,451.1205915,6.16E-06,2.0 ala__D_c + atp_c --> adp_c + alaala_c + h_c + pi_c
PSSA161,0.0075214,64800,52.8018,1227.23089,6.13E-06,cdpdhdec9eg_c + ser__L_c --> cmp_c + h_c + ps161_c
TMDS,0.0026166,26640,60.9594,437.0121753,5.99E-06,dump_c + mlthf_c --> dhf_c + dtmp_c
UAMAS,0.0027788,50400,107.2519,469.921745,5.91E-06,ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c
DHPS2,6.69E-05,720,61.2302,11.75890329,5.69E-06,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c
IPDPS,0.0002389,3096,69.5491,44.51531364,5.37E-06,h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c
DBTS,2.00E-07,1.8,48.2792,0.037283136,5.36E-06,atp_c + co2_c + dann_c --> adp_c + dtbt_c + 3.0 h_c + pi_c
DHQS,0.0381119,280800,38.881,7222.03647,5.28E-06,2dda7p_c --> 3dhq_c + pi_c
AMAOTr,2.00E-07,3.6,94.6712,0.038026348,5.26E-06,8aonn_c + amet_c --> amob_c + dann_c
CYTK1,0.0181003,86400,24.7463,3491.431042,5.18E-06,atp_c + cmp_c --> adp_c + cdp_c
UAAGDS,0.0027788,28800,53.3436,539.89607,5.15E-06,26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c
PNTK,6.74E-05,972,72.7196,13.36641016,5.04E-06,atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c
NDPK4_num1,0.0026166,12739.59929,23.586,540.1339477,4.84E-06,atp_c + dtdp_c --> adp_c + dttp_c
AOXSr2,2.00E-07,3.6,83.1885,0.043275212,4.62E-06,ala__L_c + pimACP_c --> 8aonn_c + ACP_c + co2_c
GTPCII2,4.46E-05,432,43.672,9.891921597,4.51E-06,gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c
UDCPDP_num2,0.0027788,15096.38615,22.3986,673.9879345,4.12E-06,h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c
ASP1DC,6.74E-05,252,13.8337,18.21638463,3.70E-06,asp__L_c + h_c --> ala_B_c + co2_c
DHFS,6.69E-05,828,45.4057,18.23559597,3.67E-06,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c
RNDR4b_num3,0.0026166,173713.9787,242.982,714.9252978,3.66E-06,grxrd_c + udp_c --> dudp_c + grxox_c + h2o_c
PTPATi,6.74E-05,1980,107.0198,18.5012493,3.64E-06,atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c
GLUTRR,0.0003568,9680.98199,92.6136,104.5308895,3.41E-06,glutrna_c + h_c + nadph_c --> glu1sa_c + nadp_c + trnaglu_c
DB4PS,8.92E-05,1224,46.7069,26.20597813,3.40E-06,ru5p__D_c --> db4p_c + for_c + h_c
U23GAAT,0.0038912,129600,108.1154,1198.719146,3.25E-06,3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c
DUTPDP_num2,0.0026166,13211.96805,16.3707,807.0496711,3.24E-06,dutp_c + h2o_c --> dump_c + h_c + ppi_c
HMBS,4.46E-05,468,33.8518,13.82496647,3.23E-06,h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c
CDPMEK,0.0002389,4680,61.8507,75.66607977,3.16E-06,4c2me_c + atp_c --> 2p4c2me_c + adp_c + h_c
APRAUR,4.46E-05,1152,80.6766,14.27923338,3.12E-06,5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c
DHPPDA2,4.46E-05,1152,80.6766,14.27923338,3.12E-06,25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c
ALAR_num1,0.0041682,113967.7232,77.6892,1466.969968,2.84E-06,ala__L_c --> ala__D_c
DHFR_num2,0.0026835,17578.90389,17.9994,976.6383263,2.75E-06,dhf_c + h_c + nadph_c --> nadp_c + thf_c
PRATPP,0.0094738,79200,22.7558,3480.431363,2.72E-06,h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c
PRAMPC,0.0094738,79200,22.7558,3480.431363,2.72E-06,h2o_c + prbamp_c --> prfp_c
GARFT,0.0448017,403200,23.2383,17350.66679,2.58E-06,10fthf_c + gar_c --> fgam_c + h_c + thf_c
TDSK,0.0019456,26884.71438,35.5893,755.4156553,2.58E-06,atp_c + lipidAds_c --> adp_c + h_c + lipidA_c
USHD,0.0019456,20475.11943,26.8942,761.3210071,2.56E-06,h2o_c + u23ga_c --> 2.0 h_c + lipidX_c + ump_c
RBFK,2.23E-05,324,34.7343,9.327955364,2.39E-06,atp_c + ribflv_c --> adp_c + fmn_c + h_c
FMNAT,2.23E-05,324,34.7343,9.327955364,2.39E-06,atp_c + fmn_c + h_c --> fad_c + ppi_c
UGMDDS,0.0027788,57600,47.4472,1213.981015,2.29E-06,alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c
NADK,4.47E-05,3960,195.3983,20.2662971,2.21E-06,atp_c + nad_c --> adp_c + h_c + nadp_c
BTS5,2.00E-07,7.2,77.2962,0.093148175,2.15E-06,2fe2s_c + amet_c + dtbt_c --> 2fe1s_c + btn_c + dad_5_c + h_c + met__L_c
HPPK2,6.69E-05,576,18.0788,31.86052172,2.10E-06,6hmhpt_c + atp_c --> 6hmhptpp_c + amp_c + h_c
DMATT,2.78E-05,432,32.1596,13.4330029,2.07E-06,dmpp_c + ipdp_c --> grdp_c + ppi_c
GRTT,2.78E-05,432,32.1596,13.4330029,2.07E-06,grdp_c + ipdp_c --> frdp_c + ppi_c
GRXR_num3,0.0026166,11950.26729,9.1375,1307.82679,2.00E-06,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c
SDPDS,0.0370949,1540800,82.538,18667.76515,1.99E-06,h2o_c + sl26da_c --> 26dap_LL_c + succ_c
SHCHD2,2.23E-05,1224,99.9028,12.25190886,1.82E-06,dscl_c + nad_c --> h_c + nadh_c + scl_c
SHCHF,2.23E-05,1224,99.9028,12.25190886,1.82E-06,fe2_c + scl_c --> 3.0 h_c + sheme_c
UHGADA,0.0038912,75600,33.9559,2226.417206,1.75E-06,h2o_c + u3aga_c --> ac_c + u3hga_c
DXPRIi,0.0002389,11880,86.776,136.9042131,1.75E-06,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c
UAGPT3,0.0027788,61200,37.8147,1618.418234,1.72E-06,uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c
CPPPGO,2.23E-05,900,68.6453,13.11087576,1.70E-06,cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c
MECDPDH5_num1,0.0002389,9667.011089,60.3838,160.0927913,1.49E-06,2mecdp_c + 2.0 flxr_c + h_c --> 2.0 flxso_c + h2mb4p_c + h2o_c
OCTDPS,2.23E-05,1080,70.4339,15.33352548,1.45E-06,frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c
PMPK,2.23E-05,1800,114.5344,15.71580241,1.42E-06,4ampm_c + atp_c --> 2mahmp_c + adp_c
THZPSN3,2.23E-05,9779.036108,600.7306,16.27857164,1.37E-06,atp_c + dhgly_c + dxyl5p_c + h_c + iscssh_c + nadph_c --> 4mpetz_c + amp_c + co2_c + 2.0 h2o_c + iscs_c + nadp_c + ppi_c
UAMAGS,0.0027788,104400,46.9736,2222.524993,1.25E-06,atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c
DHNPA2r,6.69E-05,6120,108.9562,56.1693598,1.19E-06,dhnpt_c --> 6hmhpt_c + gcald_c
GLUR_reverse,0.0027788,75600,31.002,2438.552351,1.14E-06,glu__L_c --> glu__D_c
DTMPK,0.0026166,64800,23.7831,2724.623787,9.60E-07,atp_c + dtmp_c --> adp_c + dtdp_c
MEPCT,0.0002389,12960,51.4745,251.7751508,9.49E-07,2me4p_c + ctp_c + h_c --> 4c2me_c + ppi_c
TMPK,2.23E-05,828,35.0708,23.60938445,9.45E-07,atp_c + thmmp_c --> adp_c + thmpp_c
ASPO6,0.0002278,15120,60.3374,250.5908442,9.09E-07,asp__L_c + o2_c --> h2o2_c + h_c + iasp_c
LPADSS,0.0019456,187200,84.7649,2208.461285,8.81E-07,lipidX_c + u23ga_c --> h_c + lipidAds_c + udp_c
S2FE2SS,2.86E-05,9300.815543,277.201,33.55260458,8.52E-07,atp_c + fadh2_c + 2.0 fe2_c + h2o_c + sufbcd_c + 2.0 sufsesh_c --> adp_c + fad_c + 7.0 h_c + pi_c + sufbcd_2fe2s_c + 2.0 sufse_c
DASYN160,0.0063814,237600,31.4538,7553.936249,8.45E-07,ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c
DASYN161,0.0075214,280800,31.4538,8927.379204,8.43E-07,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c
OPHBDC,2.23E-05,9504.978952,333.6225,28.49022159,7.83E-07,3ophb_c + h_c --> 2oph_c + co2_c
UAPGR,0.0027788,154800,37.851,4089.720219,6.79E-07,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c
PDX5PS,2.23E-05,9443.526638,281.3019,33.57078867,6.64E-07,dxyl5p_c + nad_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c
DPCOAK,6.74E-05,2304,22.6217,101.8491095,6.62E-07,atp_c + dpcoa_c --> adp_c + coa_c + h_c
UDCPDPS,5.50E-06,504,56.8883,8.859466709,6.21E-07,frdp_c + 8.0 ipdp_c --> 8.0 ppi_c + udcpdp_c
CHRPL_num1,2.23E-05,828,18.7769,44.09673588,5.06E-07,chor_c --> 4hbz_c + pyr_c
ADCS,6.69E-05,9527.577685,71.7414,132.8044572,5.04E-07,chor_c + gln__L_c --> 4adcho_c + glu__L_c
PAPPT3,0.0027788,252000,39.8748,6319.780914,4.40E-07,udcpp_c + ugmda_c --> uagmda_c + ump_c
SCYSDS,0.0001094,30061.01064,120.4682,249.5348203,4.38E-07,cys__L_c + sufse_c --> ala__L_c + sufsesh_c
MOAT,0.0019456,212400,47.2911,4491.33135,4.33E-07,ckdo_c + lipidA_c --> cmp_c + h_c + kdolipid4_c
MOAT2,0.0019456,212400,47.2911,4491.33135,4.33E-07,ckdo_c + kdolipid4_c --> cmp_c + h_c + kdo2lipid4_c
PMEACPE,2.00E-07,14.4,28.505,0.505174531,3.96E-07,h2o_c + pmeACP_c --> meoh_c + pimACP_c
NNATr,0.0002278,15120,24.528,616.4383562,3.70E-07,atp_c + h_c + nicrnt_c --> dnad_c + ppi_c
AGPAT161,0.0075214,576000,27.4532,20981.16067,3.58E-07,1hdec9eg3p_c + hdeACP_c --> ACP_c + pa161_c
AGPAT160,0.0063814,489600,27.4532,17833.98657,3.58E-07,1hdecg3p_c + palmACP_c --> ACP_c + pa160_c
UPP3S,4.46E-05,3600,27.7979,129.5061857,3.44E-07,hmbil_c --> h2o_c + uppg3_c
UPPDC1,2.23E-05,2916,39.2481,74.29659015,3.00E-07,4.0 h_c + uppg3_c --> 4.0 co2_c + cpppg3_c
S2FE2SS2,2.60E-05,25109.73651,277.201,90.58313826,2.87E-07,atp_c + fadh2_c + 2.0 fe2_c + h2o_c + sufbcd_2fe2s_c + 2.0 sufsesh_c --> adp_c + fad_c + 7.0 h_c + pi_c + sufbcd_2fe2s2_c + 2.0 sufse_c
ADCL_num2,6.69E-05,5040,18.7769,268.4149141,2.49E-07,4adcho_c --> 4abz_c + h_c + pyr_c
DPR_num1,6.74E-05,9584.979242,33.8708,282.9865029,2.38E-07,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c
UPP3MT,2.23E-05,9455.38735,99.9028,94.64586928,2.36E-07,2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscl_c + h_c
4HTHRA_reverse,2.23E-05,16492.0015,145.9788,112.975319,1.97E-07,gcald_c + gly_c --> 4hthr_c
PPPGO,2.23E-05,9913.181558,84.9052,116.7558825,1.91E-07,1.5 o2_c + pppg9_c --> 3.0 h2o_c + ppp9_c
FESR,0.0004556,71840.53476,24.8826,2887.179586,1.58E-07,3fe4s_c + fe2_c --> 4fe4s_c
PMDPHT_num2,4.46E-05,9471.620437,27.1218,349.2253625,1.28E-07,5aprbu_c + h2o_c --> 4r5au_c + pi_c
S4FE4ST,2.60E-05,45270.43078,183.333,246.9300714,1.05E-07,4.0 h_c + sufbcd_4fe4s_c --> 4fe4s_c + sufbcd_c
DNTPPA_num2,6.69E-05,9493.606192,14.9271,635.9980299,1.05E-07,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c
FCLT_num1,2.23E-05,9524.036689,33.0523,288.1504975,7.74E-08,fe2_c + ppp9_c --> 2.0 h_c + pheme_c
HBZOPT,2.23E-05,9461.03602,32.5118,291.0031441,7.66E-08,4hbz_c + octdp_c --> 3ophb_c + ppi_c
4HTHRK,2.23E-05,25833.20273,67.2473,384.1522668,5.80E-08,4hthr_c + atp_c --> adp_c + h_c + phthr_c
S2FE2ST,2.80E-06,9301.245664,183.333,50.7341595,5.52E-08,4.0 h_c + sufbcd_2fe2s_c --> 2fe2s_c + sufbcd_c
S4FE4SR,2.60E-05,74931.37607,156.7328,478.0835669,5.44E-08,fadh2_c + 2.0 h_c + sufbcd_2fe2s2_c --> fad_c + sufbcd_4fe4s_c
IPDDI,2.78E-05,16631.67284,20.5083,810.9727691,3.43E-08,ipdp_c --> dmpp_c
S2FE2SR,2.00E-07,21311.91823,277.201,76.88254454,2.60E-09,2fe1s_c + atp_c + h2o_c + sufbcd_c + sufsesh_c --> adp_c + 5.0 h_c + pi_c + sufbcd_2fe2s_c + sufse_c
FADRx,8.06E-05,1090800,26.242,41566.95374,1.94E-09,fad_c + h_c + nadh_c --> fadh2_c + nad_c
MALCOAMT,2.00E-07,9301.412639,28.2762,328.9484669,6.08E-10,amet_c + malcoa_c --> ahcys_c + malcoame_c
I4FE4SR,5.29E-23,7.2,13.8486,0.51990815,1.02E-22,fadh2_c + 2.0 h_c + iscu_2fe2s2_c --> fad_c + iscu_4fe4s_c
I2FE2SR,5.29E-23,9301.724046,104.0276,89.41592468,5.91E-25,2fe1s_c + iscssh_c + iscu_c --> 4.0 h_c + iscs_c + iscu_2fe2s_c
I4FE4ST,5.29E-23,9505.115485,60.0728,158.2266098,3.34E-25,4.0 h_c + iscu_4fe4s_c --> 4fe4s_c + iscu_c
ALATA_D2_num1,0,9300.506998,90.6332,102.616999,0,ala__D_c + pydx5p_c --> pyam5p_c + pyr_c
DHORD5,0,38657.17404,36.7745,1051.195096,0,dhor__S_c + mqn8_c --> mql8_c + orot_c
GLYCTO2,0,50485.46818,137.2828,367.7479493,0,glyclt_c + q8_c --> glx_c + q8h2_c
GLYCTO3,0,57086.12156,137.2828,415.8286512,0,glyclt_c + mqn8_c --> glx_c + mql8_c
GLYCTO4,0,117077.842,137.2828,852.8223638,0,2dmmq8_c + glyclt_c --> 2dmmql8_c + glx_c
PFK_3,0,208800,139.3682,1498.189687,0,atp_c + s7p_c --> adp_c + h_c + s17bp_c
TRPS2,0,9309.205094,143.4143,64.91127519,0,indole_c + ser__L_c --> h2o_c + trp__L_c
G3PD5_num1,0,60326.17992,148.4235,406.4462832,0,glyc3p_c + q8_c --> dhap_c + q8h2_c
LEUTAi_num1,0,54098.62261,204.5619,264.4608923,0,4mop_c + glu__L_c --> akg_c + leu__L_c
ALATA_L2_num1,0,22488.04715,145.9788,154.0500891,0,ala__L_c + pydx5p_c --> pyam5p_c + pyr_c
MAN6PI,0,39462.13397,42.85,920.9366154,0,man6p_c --> f6p_c
ACP1_FMN_num1,0,23467.23572,30.3709,772.688189,0,fmn_c + h2o_c --> pi_c + ribflv_c
TMDPP,0,30479.00062,94.4142,322.8222092,0,pi_c + thymd_c --> 2dr1p_c + thym_c
HCO3E_num1,0,32760,100.3871,326.3367504,0,co2_c + h2o_c --> h_c + hco3_c
IMPC,0,17248.07481,57.3292,300.860204,0,h2o_c + imp_c --> fprica_c
IMPD,0,6480,208.0898,31.14040188,0,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c
ECOAH4_num1,0,41618.87183,77.0722,539.9984927,0,3hdcoa_c --> dc2coa_c + h2o_c
URIK1,0,19423.5383,24.3531,797.5797044,0,atp_c + uri_c --> adp_c + h_c + ump_c
URIK2,0,9433.623334,24.3531,387.3684802,0,gtp_c + uri_c --> gdp_c + h_c + ump_c
CYTDK1,0,9981.4541,24.3531,409.8637997,0,atp_c + cytd_c --> adp_c + cmp_c + h_c
CYTDK2,0,9559.089353,24.3531,392.5204328,0,cytd_c + gtp_c --> cmp_c + gdp_c + h_c
HXPRT_num1,0,17665.84585,67.8824,260.2419162,0,hxan_c + prpp_c --> imp_c + ppi_c
NDPK5_num1,0,9864.913493,23.586,418.2529252,0,atp_c + dgdp_c --> adp_c + dgtp_c
DHORTS,0,37265.83384,77.6548,479.8909255,0,dhor__S_c + h2o_c --> cbasp_c + h_c
ACALD_num1,0,347838.2822,33.4425,10401.08491,0,acald_c + coa_c + nad_c --> accoa_c + h_c + nadh_c
ACS,0,32028.81133,72.0936,444.2670546,0,ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c
PPA_num1,0,303342.6722,116.2719,2608.907846,0,h2o_c + ppi_c --> h_c + 2.0 pi_c
PPCK,0,97061.54587,59.6435,1627.361672,0,atp_c + oaa_c --> adp_c + co2_c + pep_c
ME1,0,60940.10038,252.7893,241.0707272,0,mal__L_c + nad_c --> co2_c + nadh_c + pyr_c
ALATA_L_num1,0,63159.7104,91.0347,693.7981934,0,akg_c + ala__L_c --> glu__L_c + pyr_c
XYLK_num1,0,24801.49779,122.1788,202.9934636,0,atp_c + xylu__D_c --> adp_c + h_c + xu5p__D_c
GLYK,0,45670.44197,224.9231,203.0491398,0,atp_c + glyc_c --> adp_c + glyc3p_c + h_c
PPM,0,158919.1397,44.37,3581.679957,0,r1p_c --> r5p_c
ASPTA_num1,0,13921.64902,87.1467,159.7495834,0,akg_c + asp__L_c --> glu__L_c + oaa_c
FBP_num1,0,274394.2568,68.6469,3997.183512,0,fdp_c + h2o_c --> f6p_c + pi_c
GLGC,0,18829.61562,194.7906,96.66593573,0,atp_c + g1p_c + h_c --> adpglc_c + ppi_c
PYK_num1,0,427444.7782,205.4286,2080.746197,0,adp_c + h_c + pep_c --> atp_c + pyr_c
A5PISO_num1,0,55549.16712,140.7843,394.5693314,0,ru5p__D_c --> ara5p_c
IPPMIb,0,23255.09457,72.3693,321.3392222,0,2ippm_c + h2o_c --> 3c3hmp_c
ACLS_num1,0,241177.3205,161.9222,1489.464203,0,h_c + 2.0 pyr_c --> alac__S_c + co2_c
CHORM_num1,0,123098.1309,86.2227,1427.676597,0,chor_c --> pphn_c
ECOAH6_num1,0,36593.98049,77.0722,474.8012966,0,3htdcoa_c --> h2o_c + td2coa_c
MGSA,0,10091.64245,101.5115,99.41378514,0,dhap_c --> mthgxl_c + pi_c
PPS,0,370888.9427,174.8702,2120.938517,0,atp_c + h2o_c + pyr_c --> amp_c + 2.0 h_c + pep_c + pi_c
PGK,0,81612.68645,41.1182,1984.831205,0,3pg_c + atp_c --> 13dpg_c + adp_c
EDA,0,44337.53138,66.8521,663.2182292,0,2ddg6p_c --> g3p_c + pyr_c
RPE,0,198533.1876,24.5542,8085.508288,0,ru5p__D_c --> xu5p__D_c
TALA_num1,0,49937.71597,70.4385,708.9548467,0,g3p_c + s7p_c --> e4p_c + f6p_c
TKT1_num1,0,182904.1236,144.4235,1266.442951,0,r5p_c + xu5p__D_c --> g3p_c + s7p_c
G6PDA,0,151224.2552,178.6452,846.5061205,0,gam6p_c + h2o_c --> f6p_c + nh4_c
ALCD2x_num1,0,65388.1289,3845.0896,17.00561904,0,etoh_c + nad_c --> acald_c + h_c + nadh_c
ALDD2y_num1,0,22093.1682,29.4102,751.207683,0,acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c
RMI,0,34888.97517,188.7978,184.795454,0,rmn_c --> rml_c
NADDP_num1,0,10638.00544,59.3779,179.157657,0,h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c
NMNAT_num1,0,9306.715666,189.3833,49.14221933,0,atp_c + h_c + nmn_c --> nad_c + ppi_c
HMPK1_num1,0,15927.76481,114.5344,139.0653359,0,4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c
NDPK8_num1,0,15171.87038,23.586,643.257457,0,atp_c + dadp_c --> adp_c + datp_c
PYNP2r,0,44972.73011,162.9545,275.983358,0,pi_c + uri_c --> r1p_c + ura_c
DURIPP_num1,0,31920.23239,94.4142,338.0871986,0,duri_c + pi_c --> 2dr1p_c + ura_c
PTRCTA,0,36125.7943,99.3227,363.7214282,0,akg_c + ptrc_c --> 4abutn_c + glu__L_c
CYSDS_num1,0,13182.37802,172.8495,76.26506308,0,cys__L_c + h2o_c --> h2s_c + nh4_c + pyr_c
TRPAS2,0,23909.43164,211.0938,113.2644902,0,h2o_c + trp__L_c --> indole_c + nh4_c + pyr_c
NDP3_num1,0,34101.47047,17.4329,1956.155916,0,gdp_c + h2o_c --> gmp_c + h_c + pi_c
CDPPH,0,28855.36431,35.3527,816.2138765,0,cdp_c + h2o_c --> cmp_c + h_c + pi_c
NDP7,0,33721.60938,35.3527,953.8623466,0,h2o_c + udp_c --> h_c + pi_c + ump_c
PMDPHT_num1,0,9471.620437,30.1962,313.6692841,0,5aprbu_c + h2o_c --> 4r5au_c + pi_c
ILETA,0,22229.68578,204.5619,108.6697268,0,akg_c + ile__L_c --> 3mop_c + glu__L_c
VALTA,0,9473.113026,204.5619,46.30927375,0,akg_c + val__L_c --> 3mob_c + glu__L_c
ORPT,0,11843.91592,47.134,251.2817906,0,orot5p_c + ppi_c --> orot_c + prpp_c
G1PP_num1,0,9921.660322,22.7318,436.4661101,0,g1p_c + h2o_c --> glc__D_c + pi_c
PFL_num1,0,66265.40938,118.3894,559.7241762,0,coa_c + pyr_c --> accoa_c + for_c
FRD2,0,39705.41401,121.2166,327.5575623,0,fum_c + mql8_c --> mqn8_c + succ_c
FRD3,0,40135.54568,121.2166,331.1060175,0,2dmmql8_c + fum_c --> 2dmmq8_c + succ_c
POX,0,11451.84521,248.0455,46.1683248,0,h2o_c + pyr_c + q8_c --> ac_c + co2_c + q8h2_c
PTAr_num1,0,547821.7643,463.0325,1183.117307,0,accoa_c + pi_c --> actp_c + coa_c
ACKr_num1,0,168823.2518,42.4337,3978.518296,0,ac_c + atp_c --> actp_c + adp_c
NTPP1_num1,0,29218.07367,14.9271,1957.384467,0,dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c
NTPP2_num1,0,10172.32877,14.9271,681.4671818,0,gtp_c + h2o_c --> gmp_c + h_c + ppi_c
NTPTP1,0,28199.90188,356.2976,79.14704416,0,dgtp_c + h2o_c --> dgsn_c + pppi_c
NTPTP2,0,58754.90664,356.2976,164.9040202,0,gtp_c + h2o_c --> gsn_c + pppi_c
IPMD_num1,0,17640,79.034,223.1950806,0,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c
AIRC3,0,11996.22974,142.2426,84.33640653,0,5aizc_c --> 5caiz_c
PUNP5_num1,0,18776.87584,179.0077,104.8942355,0,ins_c + pi_c --> hxan_c + r1p_c
PUNP6_num1,0,19606.60291,155.6995,125.9259208,0,din_c + pi_c --> 2dr1p_c + hxan_c
PUNP7,0,19138.3919,179.0077,106.9137914,0,pi_c + xtsn_c --> r1p_c + xan_c
RNDR1_num1,0,9882.90527,274.1399,36.05059048,0,adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c
